tract_id,file_name,length,region,n_gradients,V_mean,T_mean,OPC_mean,DEA_V,DEA_T,DEA_OPC,KACI_V,KACI_T,KACI_OPC,KACI_V_realistic,KACI_T_realistic,KACI_OPC_realistic,Lempel_Ziv_realistic,Permutation_Entropy_realistic
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_092,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,120.34949106664308,long,345,0.7910238099453841,0.7529347387998429,0.5953466108127192,11.08795736574748,3.3429979177147526,3.5141894339062363,4,4,4,16,1,16,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_093,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,3.4641016151377544,short,345,0.6826694826752572,0.7664336454635462,0.5231131052431802,9.909519724297896,4.0002223080991675,6.089948769895876,4,4,4,1,16,16,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_094,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,8.48528137423857,short,345,0.6732325663970244,0.7047133889227536,0.4742133011804517,10.189535073053875,5.630075257881328,9.142781563964917,4,4,4,1,1,1,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_095,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,11.31370849898476,short,345,0.740278635933613,0.6425235935196867,0.4758139981575327,11.32635580918248,2.074968578346128,3.499933764854301,4,4,4,16,1,1,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_096,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,13.41640786499874,short,345,0.7412675696849953,0.7438505515020647,0.5509860608577958,9.43491183883479,4.215757020195896,9.223160193763867,4,4,4,16,1,1,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_097,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,70.42726744663604,long,345,0.7587234045527219,0.6850985682519883,0.5198744698071363,8.057079674322784,1.3029370209574116,3.0740736209827975,4,4,4,16,1,16,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_098,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,48.744230427815765,long,345,0.9367720682215988,0.618378623478861,0.5796946293772662,6.581438319243926,2.4019189310479083,2.810076070984284,4,4,4,16,1,1,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_099,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,118.97898974188678,long,345,0.8416485337714259,0.6426008126794146,0.5405472274791389,8.69300993878042,2.892741216396021,3.1175378471296273,4,4,4,1,16,16,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_100,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,30.528675044947494,medium,345,0.721182503504525,0.575968445305878,0.4152890882923715,10.796499432372467,3.5123820403412993,4.6334233952400865,4,4,4,1,16,1,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_101,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,2.0,short,345,0.8827845081612046,0.6518967856059583,0.5764782773360572,9.59693908921037,3.0737826605380274,3.032525829064624,4,4,4,1,1,1,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_102,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,34.9857113690718,medium,345,0.8938065691804069,0.653112809796599,0.5838913879473181,9.394019532242725,3.1399742278271243,1.804831854235528,4,4,4,16,1,1,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_103,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,36.4417343165772,medium,345,0.773741102882833,0.6325014640216835,0.4897479853373383,8.518832140029955,2.5436493558542335,3.64190208297803,4,4,4,1,1,1,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_104,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,34.9857113690718,medium,345,0.8414516345281278,0.7541634109066324,0.6343967072756123,7.551830098688159,3.4608259856942234,3.372158032367039,4,4,4,16,1,1,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_105,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,16.1245154965971,short,345,0.8212562635185578,0.5120836176003006,0.4184241008765134,10.308382715935185,1.7355055759910791,4.7330746366519065,4,4,4,1,16,16,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_106,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,32.61901286060018,medium,345,0.7086830817070283,0.4564134185154405,0.3242872371106803,12.001956316641127,2.7311365807929,4.435042682143665,4,4,4,16,16,1,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_107,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,62.928530890209096,long,345,0.8829510643753788,0.6853827113211931,0.6054255000954508,10.171806248641095,3.1350925498943214,4.7696052441663666,4,4,4,16,1,16,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_108,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,21.72556098240043,medium,345,0.8128577068063422,0.6364017466691461,0.5168847306824623,7.784238791837085,2.3080783419375366,3.341111866567564,4,4,4,16,1,1,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_109,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,40.049968789001575,long,345,0.8336480633831007,0.5918487453724809,0.4944020062016973,7.421266142769204,5.385431848713219,3.657127497580961,4,4,4,16,1,1,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_110,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,13.564659966250536,short,345,0.7373611668845463,0.7239979529625618,0.5339876885853154,8.212495890263755,3.278737254455993,4.832301720215386,4,4,4,16,1,16,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_111,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,8.48528137423857,short,345,0.9131301829808884,0.6537466895659096,0.5966147999956045,12.08185944755777,3.663900260448381,2.7670028475329245,4,4,4,1,1,1,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_112,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,28.5657137141714,medium,345,0.7546872462179698,0.619566248835399,0.4672277889521003,9.117717109299557,2.950496768604435,4.12049401612536,4,4,4,16,1,1,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_113,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,70.37044834303673,long,345,0.5417114773020376,0.5629100419513677,0.3047287031935681,8.753379057285017,3.5999352790004724,7.406720935014606,4,4,4,16,1,16,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_114,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,7.211102550927978,short,345,0.8414703868082402,0.8151378018439095,0.6856449043520795,8.95363802934845,1.865531013088494,3.8409421516896054,4,4,4,1,16,16,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_115,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,14.0,short,345,0.7459400796567656,0.4967333919448826,0.3709449923782167,9.733353113840378,1.227404241621061,2.660451878115026,4,4,4,1,16,16,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_116,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,119.16375287812986,long,345,0.6323483620956261,0.6780503672977534,0.4283105654151854,9.29404352976599,5.070090837801881,6.280716516073356,4,4,4,16,16,1,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_117,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,76.05261336732617,long,345,0.7737970423256865,0.5411698882673958,0.4185189815379681,8.218099453991782,2.521871192069909,4.4747566902691,4,4,4,1,16,16,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_118,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,10.198039027185567,short,345,0.620663026103962,0.6682823882317461,0.4151020381784338,13.826041822162248,2.947060776434797,5.043592425660547,4,4,4,1,1,16,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_119,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,40.24922359499622,long,345,0.6160667728943828,0.6108376613420439,0.3754514044886504,9.76317064696564,3.467782138986502,9.312360203585031,4,4,4,1,16,16,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_120,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,119.6494880891682,long,345,0.6527844993099094,0.7014086702539996,0.4573557628795339,8.655602804660814,2.314548570094332,4.2431606039499705,4,4,4,16,1,1,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_121,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,84.87638069569178,long,345,0.7883116639385785,0.6257580749595406,0.4939253706586604,8.439648291981948,2.039868383012344,3.06836476714297,4,4,4,1,1,16,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_122,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,28.0713376952364,medium,345,0.5846539264185363,0.5996020298970637,0.3509695247669745,8.653760650602838,4.527921295049371,10.19258639047991,4,4,4,16,1,16,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_123,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,64.03124237432849,long,345,0.7737480778515472,0.5437943621440468,0.4213357063009459,7.2088260013470435,1.1441173338324564,2.6173502595862113,4,4,4,16,16,16,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_124,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,2.8284271247461903,short,345,0.8670327963284717,0.8080093975730372,0.7000163847965949,7.3857757016297,1.9345559906919263,2.5947101384112834,4,4,4,16,16,16,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_125,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,18.547236990991408,short,345,0.8268115945757029,0.6793648757562337,0.5628376434379434,10.20983824308214,2.676406239997201,3.2595063396896515,4,4,4,1,1,1,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_126,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,27.92848008753788,medium,345,0.6860452475699779,0.6453768358493656,0.4438747687366045,10.773122871503238,1.7131792030038508,3.0791886387100593,4,4,4,1,16,16,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_127,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,26.076809620810597,medium,345,0.7653750251689678,0.6391254311146075,0.4898575115597476,12.375667564211446,2.428370597061821,2.6275261480724894,4,4,4,16,1,16,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_128,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,20.97617696340303,medium,345,0.6777574652301424,0.6978723044473389,0.4724473252083239,10.1365891842054,5.547676876292514,14.087802457658697,4,4,4,1,16,16,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_129,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,26.076809620810597,medium,345,0.6747095758112843,0.7188992332293412,0.4844023872920874,12.997757784385298,2.9335431242006673,4.448226181924784,4,4,4,16,1,1,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_130,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,94.78396488858228,long,345,0.725546392210657,0.7151690939106922,0.51940532447421,8.406850020312653,2.941846728384716,3.5802423039191837,4,4,4,16,1,1,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_131,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,75.73638491504595,long,345,0.7819382433176504,0.6442549454809022,0.5035098189667022,11.737304755935543,2.5951159414105995,3.470366971123151,4,4,4,1,16,1,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_132,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,16.97056274847714,short,345,0.796108592504199,0.7272203762872106,0.5788628308184766,9.764320814102632,2.9846464928356093,4.736207033327862,4,4,4,16,16,1,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_133,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,5.656854249492381,short,345,0.5477298276650907,0.597453814327596,0.3270923831690634,8.248998721245652,2.198008970623216,10.799949642610256,4,4,4,16,1,1,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_134,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,30.528675044947494,medium,345,0.6342343202276814,0.6164308147430433,0.3904155983061173,9.32211457314062,2.2965211807564327,9.18034648668776,4,4,4,16,1,16,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_135,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,13.41640786499874,short,345,0.7946892120072013,0.6264871511363442,0.4984942739804242,10.663236634108229,1.81361770511639,2.523759299768925,4,4,4,16,16,16,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_136,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,14.142135623730953,short,345,0.6926865189281928,0.7351575734645722,0.5084941691533988,8.090725826145974,4.500665505759106,5.503992343249273,4,4,4,16,16,16,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_137,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,36.71511950137164,medium,345,0.6496004932809403,0.672585286435076,0.4367448688568804,13.785953163034474,4.379232102072149,5.883150980301739,4,4,4,16,1,1,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_138,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,7.211102550927978,short,345,0.652547744313121,0.4565427420966629,0.2983908875871722,7.603618334586526,3.0511494899955736,5.585374740820847,4,4,4,16,16,16,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_139,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,34.46737587922817,medium,345,0.7585256501581717,0.7425159568422782,0.5630061731275393,9.194469932779542,5.166414609946172,5.998824218870402,4,4,4,16,16,16,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_140,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,2.0,short,345,0.6142543534068184,0.7091138227885287,0.4359084118290184,10.734662752829928,2.5779959336292166,3.0376355003799156,4,4,4,16,16,16,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_141,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,2.8284271247461903,short,345,0.9566350909252544,0.6195644002883476,0.593621197672292,9.594393523035604,1.6484073004145203,1.4406109089954997,4,4,4,16,16,1,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_142,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,14.422205101855956,short,345,0.7649934103065488,0.5389662993757084,0.4130456639448999,6.976021301584589,2.5184275801484564,4.081791996454884,4,4,4,1,1,1,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_143,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,60.43177971895251,long,345,0.7043363692660748,0.7535583977844444,0.5306012354520796,9.735384584455735,10.166450863028714,5.3895866902312495,4,4,4,16,1,1,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_144,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,126.01587201618692,long,345,0.6608004876159305,0.6307324931876539,0.4154140785118894,10.852665158753917,2.111223136591561,5.77884506269465,4,4,4,1,16,1,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_145,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,6.324555320336759,short,345,0.6491919512885848,0.5837490018993059,0.3789875432276773,13.031377240481609,3.595683679219696,7.41488862910052,4,4,4,1,1,1,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_146,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,20.97617696340303,medium,345,0.8508230703773317,0.7001083172331929,0.5954253929277387,7.811445270189428,1.5131399184198189,1.87443215997598,4,4,4,16,1,1,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_147,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,8.48528137423857,short,345,0.8177203323891885,0.6020594429538347,0.4928766773341798,9.228588700976005,2.0437137364032805,2.4649094880854623,4,4,4,1,1,1,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_148,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,75.47184905645283,long,345,0.6287146474055212,0.7454171201025437,0.4690476341651544,10.096778552490754,1.626502323569325,2.8662362112848574,4,4,4,16,16,16,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_149,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,78.587530817554,long,345,0.8910132395882613,0.6711312496448817,0.597989377234711,11.176188212491146,2.5030871333429734,2.263649672631488,4,4,4,16,16,1,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_150,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,25.37715508089904,medium,345,0.7667478094343467,0.7205381772221001,0.5516008307584266,9.497662807931745,2.245723385840034,4.874050638620026,4,4,4,1,16,16,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_151,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,34.11744421846396,medium,345,0.6211529967578467,0.6795635147531687,0.4224690625748322,12.51502810759454,4.202428971771246,5.850572018864502,4,4,4,16,1,16,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_152,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,117.2006825918689,long,345,0.9541187238122272,0.6884021469420131,0.6565684582527537,9.742850846800556,1.966540020753821,1.3745544642258056,4,4,4,1,1,16,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_153,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,14.696938456699067,short,345,0.9739084779719244,0.6441684826287366,0.6282280328978157,11.42105693357679,1.444567131483093,0.7544057666450837,4,4,4,1,16,16,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_154,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,11.832159566199232,short,345,0.6640453330440856,0.7304120749010216,0.484618628600633,10.306979925302924,1.777591074855139,2.4399536567970452,4,4,4,1,1,16,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_155,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,28.635642126552707,medium,345,0.53836682336765,0.7103898400731206,0.382176134803413,8.877535060063671,2.876271183077319,4.9467151790800115,4,4,4,1,16,1,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_156,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,4.47213595499958,short,345,0.6462338262071426,0.7092159261208275,0.458118074011512,7.841638945704809,2.5488150821164073,5.084816389495064,4,4,4,16,16,16,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_157,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,80.14985963805552,long,345,0.7127353012173764,0.7088331399078224,0.5048105591893638,8.393336976323488,2.263839384579944,3.599767334426857,4,4,4,16,1,16,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_158,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,10.392304845413264,short,345,0.8024946457653084,0.4895446559032053,0.392155544875113,8.747077921735933,2.393421745694043,4.575212877970646,4,4,4,1,1,1,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_159,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,120.28299963003916,long,345,0.9868908372953348,0.5589156545467929,0.5511612787766267,9.356300126270224,4.330066243526229,6.333697350832756,4,4,4,1,1,1,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_160,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,75.6042326857432,long,345,0.5416518840360829,0.5083360387627277,0.2754295582699966,8.086393302145746,1.8052059754711496,4.848920158970217,4,4,4,16,16,16,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_161,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,4.47213595499958,short,345,0.8084592005741397,0.6496359206623579,0.5252447675297102,9.07903931460835,1.6169468955651152,2.6474854657971045,4,4,4,16,1,1,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_162,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,14.2828568570857,short,345,0.8676500402313307,0.799481491779432,0.6941366420280158,9.8269334264058,1.7144990668866291,2.04288290289913,4,4,4,1,1,1,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_163,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,10.0,short,345,0.7466854835840375,0.6281680714162372,0.4684806692299842,8.119072306883451,2.5200721054004065,4.808413514336392,4,4,4,1,1,1,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_164,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,5.656854249492381,short,345,0.7412916518326349,0.7339192669027804,0.5460104854049268,12.71161247723994,1.1366460612056144,1.6746439000624829,4,4,4,1,1,1,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_165,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,38.1051177665153,medium,345,0.9299090271415308,0.5889110096317031,0.5474190342772561,11.150026129285576,6.5211066913548255,4.118959484608638,4,4,4,16,16,1,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_166,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,5.656854249492381,short,345,0.8228381284392091,0.6715926528603348,0.5520558076582553,9.002985388807433,1.9635760786249472,2.9810397576780545,4,4,4,16,16,16,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_167,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,26.38181191654584,medium,345,0.6435691470723396,0.6416729779599284,0.41327933457304,9.789382965630956,1.10895094613875,2.8426278338606834,4,4,4,1,16,1,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_168,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,7.211102550927978,short,345,0.7844728122894823,0.67721732473203,0.5310768627111081,10.306594252686995,1.8233474616506251,3.0996913286266663,4,4,4,16,1,1,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_169,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,37.36308338453881,medium,345,0.9288410141602416,0.5041954679642732,0.4679197028076981,10.684543221299188,5.5484253347244,6.514571070007907,4,4,4,1,16,16,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_170,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,38.2099463490856,medium,345,0.7039281434632967,0.6305293875898398,0.4432327009360961,10.266624610964335,2.207485484955029,4.223900158618945,4,4,4,1,16,1,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_171,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,68.99275324264136,long,345,0.5239687326473219,0.6194986754752881,0.3253195686070331,8.818689369341556,3.1245094252515377,5.619221191289813,4,4,4,1,1,16,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_172,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,69.68500556073738,long,345,0.6550439762408686,0.6405166286100011,0.4190983749444183,8.23669734349965,2.8371845710730823,5.052249766587253,4,4,4,16,1,1,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_173,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,34.698703145794944,medium,345,0.8157399286290457,0.5301160193455416,0.4317352518327297,6.879887292533195,3.822587589912622,4.474897603962288,4,4,4,1,16,1,1.0,-4.328085480557855e-10
sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz_tract_174,sub-01_acq-D30d6highb64dirs_dir-AP_dwi.nii.gz,2.8284271247461903,short,345,0.829037878801359,0.5774326635275316,0.4778910501195439,11.04701745984154,2.9684169591101153,3.766291474222085,4,4,4,1,16,1,1.0,-4.328085480557855e-10
